timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,load,ram_usage,warning
25509620,23.5258,23.550585,0.95479995,0.92914027,2.4229398,0.8146625,1.0258192,0.7060423,0.85059816,0
26012777,23.5258,23.541418,0.9052,0.9407645,2.5558114,0.81253153,1.0261238,0.71100724,0.85059816,0
26515947,23.5258,23.535275,0.94240004,0.9441501,2.6883569,0.81109387,1.0263294,0.71100724,0.85059816,0
27019107,23.5258,23.531923,0.95479995,0.9438393,2.820406,0.8103562,1.0264349,0.70823497,0.85059816,0
27522384,23.5422,23.527435,0.94240004,0.9531052,2.9547625,0.8091784,1.0266035,0.70823497,0.85059816,0
28025902,23.5422,23.526222,0.992,0.95636857,3.0887277,0.80893,1.026639,0.708614,0.85059816,0
28529167,23.4766,23.52484,0.94240004,0.9603104,3.223301,0.80859,1.0266877,0.708614,0.85059816,0
29020053,23.5094,23.526823,0.95479995,0.9584455,3.3537061,0.8092409,1.0265945,0.71044475,0.848491,0
29523141,23.5094,23.525894,0.94240004,0.9544902,3.4865105,0.8089939,1.0266299,0.71044475,0.848491,0
30026317,23.4766,23.525507,0.9176,0.9553594,3.6205616,0.8088985,1.0266435,0.7019563,0.848491,0
30525921,23.657,23.525557,0.992,0.9601553,3.7533543,0.80892855,1.0266392,0.7019563,0.848491,0
31028784,23.5094,23.526222,0.992,0.95290816,3.886072,0.8091393,1.0266091,0.70106876,0.8487629,0
31532177,23.4438,23.527863,0.8804,0.94254476,4.017593,0.8096433,1.026537,0.70106876,0.8487629,0
